Compound,Compoundclass,compoundtree
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class19,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class71
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class19,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class76
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class19,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class131
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class19,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class130
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class83,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class131
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class46,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class83
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class46,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class131
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class46,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class130
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class59,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class83
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class59,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class131
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class59,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class130
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class71,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class83
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class71,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class131
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class71,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class130
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class76,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class83
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class76,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class131
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class76,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class130
https://www.kegg.jp/entry/C00114,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class130,http://nlp_microbe.ccnu.edu.cn/entity#br08007Class131
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class31,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class31
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class64
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class73
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class84
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class91
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class102
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class120
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class131
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class144
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class163
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class168
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class169
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class173
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class195
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class28,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class181
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class31
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class64
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class73
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class84
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class91
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class102
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class120
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class131
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class144
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class163
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class168
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class169
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class173
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class195
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class29,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class181
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class64,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class64,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class73
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class73,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class84,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class91,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class91,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class102,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class102,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class120,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class120,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class131,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class131,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class144,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class144,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class163,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class168,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class168,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class169
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class169,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class173,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class173,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class195
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class195,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class181,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C07480,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class181,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class195
https://www.kegg.jp/entry/C00504,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class63,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00504,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class63,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class66
https://www.kegg.jp/entry/C00504,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class62,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00504,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class62,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class63
https://www.kegg.jp/entry/C00504,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class62,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class66
https://www.kegg.jp/entry/C00504,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class66,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class293,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class293,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class307
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class291,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class291,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class293
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class291,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class307
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class307,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class147
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class147,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C08591,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class147,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class54,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class54,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class54
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class57,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class57,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class54
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class57,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class57,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class156
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class56,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class56,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class54
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class56,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class57
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class56,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class56,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class156
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class156,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01420,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class156,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class179,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class179,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class190
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class179,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class190,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class190,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class150,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
https://www.kegg.jp/entry/C00187,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class144,http://nlp_microbe.ccnu.edu.cn/entity#br08003Class207
